cpus=4
          stress-2707  [001]  9231.160330321:          sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9235.335789546: (+7994834) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.343781638: (+7992092) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.351813898: (+8032260) sched_switch:         stress:2714 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.359783564: (+7969666) sched_switch:         stress:2715 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.367798434: (+8014870) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.367859620: (+61186) sched_switch:         stress:2714 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.379788990: (+11929370) sched_switch:         stress:2715 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.379838879: (+49889) sched_switch:         stress:2708 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.383811971: (+3973092) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.383814860: (+2889)  sched_switch:         stress:2715 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.383821490: (+6630)  sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9235.391794045: (+7972555) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.399809212: (+8015167) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.407801157: (+7991945) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.415800934: (+7999777) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.423819749: (+8018815) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.431800842: (+7981093) sched_switch:         stress:2713 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.439805953: (+8005111) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.447827638: (+8021685) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.455805897: (+7978259) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.463812156: (+8006259) sched_switch:         stress:2713 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.471842767: (+8030611) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.479824045: (+7981278) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.487814156: (+7990111) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.495817323: (+8003167) sched_switch:         stress:2713 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.503818545: (+8001222) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.511822230: (+8003685) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.519825212: (+8002982) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.527831749: (+8006537) sched_switch:         stress:2713 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.535839304: (+8007555) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.543829212: (+7989908) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.551839693: (+8010481) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.559830230: (+7990537) sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.559843026: (+12796) sched_switch:         stress:2708 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.571837063: (+11994037) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.575882341: (+4045278) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9235.575886989: (+4648)  sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.575935508: (+48519) sched_switch:         stress:2708 [120] D ==> stress:2713 [120]
          stress-2713  [001]  9235.575952415: (+16907) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9235.575954693: (+2278)  sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.583844971: (+7890278) sched_switch:         stress:2708 [120] D ==> stress:2713 [120]
          stress-2713  [001]  9235.591877526: (+8032555) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9235.591880489: (+2963)  sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.599862508: (+7982019) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.607841693: (+7979185) sched_switch:         stress:2715 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.615856785: (+8015092) sched_switch:         stress:2708 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.623845415: (+7988630) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.631853433: (+8008018) sched_switch:         stress:2715 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.639850174: (+7996741) sched_switch:         stress:2708 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.647855082: (+8004908) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.655872267: (+8017185) sched_switch:         stress:2715 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.656355878: (+483611) sched_switch:         stress:2708 [120] D ==> stress:2707 [120]
          stress-2707  [001]  9235.663860489: (+7504611) sched_switch:         stress:2707 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.667906526: (+4046037) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9235.667911507: (+4981)  sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.675862211: (+7950704) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.683859600: (+7997389) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.691861322: (+8001722) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.699870915: (+8009593) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.707877841: (+8006926) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.715884322: (+8006481) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.723873044: (+7988722) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.731870618: (+7997574) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.739884322: (+8013704) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.747883766: (+7999444) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.755889192: (+8005426) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.763894544: (+8005352) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.771903081: (+8008537) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.779887618: (+7984537) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.787886451: (+7998833) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.795885266: (+7998815) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.803908414: (+8023148) sched_switch:         stress:2708 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.811889359: (+7980945) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.819894414: (+8005055) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.827901173: (+8006759) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.835896599: (+7995426) sched_switch:         stress:2708 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.843897007: (+8000408) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.851905636: (+8008629) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.851924322: (+18686) sched_switch:         stress:2708 [120] D ==> stress:2713 [120]
          stress-2713  [001]  9235.851941970: (+17648) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9235.851944618: (+2648)  sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.859902340: (+7957722) sched_switch:         stress:2708 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.867902266: (+7999926) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.875910099: (+8007833) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.875968025: (+57926) sched_switch:         stress:2708 [120] D ==> stress:2713 [120]
          stress-2713  [001]  9235.883946988: (+7978963) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9235.883950303: (+3315)  sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.891912229: (+7961926) sched_switch:         stress:2708 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.899917692: (+8005463) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.907926062: (+8008370) sched_switch:         stress:2708 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.915928581: (+8002519) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9235.915934969: (+6388)  sched_switch:         stress:2713 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9235.915980229: (+45260) sched_switch:         kworker/1:0:2611 [120] D ==> stress:2707 [120]
          stress-2707  [001]  9235.915994414: (+14185) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2707  [001]  9235.915997081: (+2667)  sched_switch:         stress:2707 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9235.916013414: (+16333) sched_switch:         kworker/1:0:2611 [120] W ==> stress:2707 [120]
          stress-2707  [001]  9235.923915710: (+7902296) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.931919358: (+8003648) sched_switch:         stress:2708 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.939923247: (+8003889) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.947925636: (+8002389) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.955925006: (+7999370) sched_switch:         stress:2708 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.963925321: (+8000315) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9235.971931636: (+8006315) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9235.976011469: (+4079833) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2712  [001]  9235.976017969: (+6500)  sched_switch:         stress:2712 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9235.976030562: (+12593) sched_switch:         kworker/1:0:2611 [120] W ==> stress:2708 [120]
          stress-2708  [001]  9235.983932173: (+7901611) sched_switch:         stress:2708 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9235.991953802: (+8021629) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9235.999933377: (+7979575) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.007935247: (+8001870) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9236.011967154: (+4031907) sched_switch:         stress:2708 [120] D ==> stress:2713 [120]
          stress-2713  [001]  9236.023948969: (+11981815) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.028018858: (+4069889) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2707  [001]  9236.028026321: (+7463)  sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9236.035944210: (+7917889) sched_switch:         stress:2708 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.043948784: (+8004574) sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9236.046340969: (+2392185) sched_switch:         stress:2708 [120] D ==> stress:2713 [120]
          stress-2713  [001]  9236.046363562: (+22593) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9236.051945469: (+5581907) sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9236.059961654: (+8016185) sched_switch:         stress:2708 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.067950210: (+7988556) sched_switch:         stress:2707 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.075950858: (+8000648) sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9236.080006061: (+4055203) sched_switch:         stress:2708 [120] D ==> stress:2707 [120]
          stress-2707  [001]  9236.091955691: (+11949630) sched_switch:         stress:2707 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.095975876: (+4020185) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9236.095978895: (+3019)  sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9236.103959802: (+7980907) sched_switch:         stress:2708 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.111969895: (+8010093) sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9236.112026932: (+57037) sched_switch:         stress:2708 [120] D ==> stress:2707 [120]
          stress-2707  [001]  9236.120012672: (+7985740) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2707  [001]  9236.120015080: (+2408)  sched_switch:         stress:2707 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9236.127965006: (+7949926) sched_switch:         stress:2708 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.135970209: (+8005203) sched_switch:         stress:2713 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9236.143970487: (+8000278) sched_switch:         stress:2708 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.151975709: (+8005222) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.159994765: (+8019056) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.167973709: (+7978944) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.175980283: (+8006574) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.184001524: (+8021241) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.191978302: (+7976778) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.199987468: (+8009166) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.208006431: (+8018963) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.215996931: (+7990500) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.223989561: (+7992630) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.232067709: (+8078148) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.239989690: (+7921981) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.247993376: (+8003686) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.256009709: (+8016333) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.263995598: (+7985889) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.272002857: (+8007259) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.280017172: (+8014315) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.288000894: (+7983722) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.296006153: (+8005259) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.304020468: (+8014315) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.312006635: (+7986167) sched_switch:         stress:2713 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.320018931: (+8012296) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.328029412: (+8010481) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.336012172: (+7982760) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.344013986: (+8001814) sched_switch:         stress:2715 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.352024801: (+8010815) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.360047097: (+8022296) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.368020320: (+7973223) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.376021153: (+8000833) sched_switch:         stress:2715 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.384023301: (+8002148) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.392043060: (+8019759) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.400041005: (+7997945) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.408029968: (+7988963) sched_switch:         stress:2715 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.416030227: (+8000259) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.424066245: (+8036018) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.432037838: (+7971593) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.440041282: (+8003444) sched_switch:         stress:2715 [120] R ==> stress:2707 [120]
          stress-2707  [001]  9236.448041560: (+8000278) sched_switch:         stress:2707 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.456058764: (+8017204) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.464041782: (+7983018) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.472046671: (+8004889) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.480062041: (+8015370) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.488052301: (+7990260) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.496048467: (+7996166) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.504082893: (+8034426) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.512058263: (+7975370) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.520053986: (+7995723) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.528079523: (+8025537) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.536058337: (+7978814) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.544059393: (+8001056) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.552076986: (+8017593) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.560068782: (+7991796) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.568065411: (+7996629) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.576079800: (+8014389) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.584074337: (+7994537) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.592076078: (+8001741) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.600094726: (+8018648) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.608075078: (+7980352) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.616075948: (+8000870) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.624119930: (+8043982) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.632082893: (+7962963) sched_switch:         stress:2713 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.634466781: (+2383888) sched_wakeup:         kworker/u8:1:2244 [120]<CANT FIND FIELD success> CPU:001
          stress-2709  [001]  9236.634474244: (+7463)  sched_switch:         stress:2709 [120] R ==> kworker/u8:1:2244 [120]
    kworker/u8:1-2244  [001]  9236.634482300: (+8056)  sched_switch:         kworker/u8:1:2244 [120] W ==> stress:2709 [120]
          stress-2709  [001]  9236.640106430: (+5624130) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.648090263: (+7983833) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.656108059: (+8017796) sched_switch:         stress:2712 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.664087022: (+7978963) sched_switch:         stress:2713 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.672103541: (+8016519) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.680091429: (+7987888) sched_switch:         stress:2715 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.687402374: (+7310945) sched_wakeup:         kworker/u8:1:2244 [120]<CANT FIND FIELD success> CPU:001
          stress-2712  [001]  9236.687408818: (+6444)  sched_switch:         stress:2712 [120] R ==> kworker/u8:1:2244 [120]
    kworker/u8:1-2244  [001]  9236.687419152: (+10334) sched_switch:         kworker/u8:1:2244 [120] W ==> stress:2713 [120]
          stress-2713  [001]  9236.692093837: (+4674685) sched_switch:         stress:2713 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.700112670: (+8018833) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.708097411: (+7984741) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.716099152: (+8001741) sched_switch:         stress:2713 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.724115540: (+8016388) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.732117966: (+8002426) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.740105151: (+7987185) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.748106355: (+8001204) sched_switch:         stress:2713 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.756126244: (+8019889) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.764128522: (+8002278) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.772112003: (+7983481) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.780113651: (+8001648) sched_switch:         stress:2713 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.788127207: (+8013556) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.796130911: (+8003704) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.804120022: (+7989111) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.812121447: (+8001425) sched_switch:         stress:2713 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.820174503: (+8053056) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.828139447: (+7964944) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.836126596: (+7987149) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.844127855: (+8001259) sched_switch:         stress:2713 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.852218558: (+8090703) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.860151688: (+7933130) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.868134466: (+7982778) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.876135466: (+8001000) sched_switch:         stress:2713 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.884176799: (+8041333) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.892165077: (+7988278) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.900145003: (+7979926) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.908206873: (+8061870) sched_switch:         stress:2713 [120] R ==> stress:2712 [120]
          stress-2712  [001]  9236.916160577: (+7953704) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.924159521: (+7998944) sched_switch:         stress:2709 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.932163262: (+8003741) sched_switch:         stress:2715 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.936162021: (+3998759) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9236.936166040: (+4019)  sched_switch:         stress:2713 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9236.936211966: (+45926) sched_switch:         kworker/1:0:2611 [120] D ==> stress:2712 [120]
          stress-2712  [001]  9236.936225873: (+13907) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2712  [001]  9236.936228966: (+3093)  sched_switch:         stress:2712 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9236.936243836: (+14870) sched_switch:         kworker/1:0:2611 [120] W ==> stress:2712 [120]
          stress-2712  [001]  9236.944170817: (+7926981) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.952174743: (+8003926) sched_switch:         stress:2709 [120] R ==> stress:2713 [120]
          stress-2713  [001]  9236.960155132: (+7980389) sched_switch:         stress:2713 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9236.968163428: (+8008296) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9236.968167502: (+4074)  sched_switch:         stress:2715 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9236.968185873: (+18371) sched_switch:         kworker/1:0:2611 [120] W ==> stress:2712 [120]
          stress-2712  [001]  9236.976173928: (+7988055) sched_switch:         stress:2712 [120] R ==> stress:2709 [120]
          stress-2709  [001]  9236.984176632: (+8002704) sched_switch:         stress:2709 [120] R ==> stress:2713 [120]
