cpus=4
          <idle>-0     [000] 14880.765691584:          sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
           ngrok-515   [000] 14888.134941204: (+8630)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.174737482: (+39796278) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.174741908: (+4426)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.174756074: (+14166) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.174867482: (+111408) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.174872000: (+4518)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.174880482: (+8482)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.175805056: (+924574) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.175809648: (+4592)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.175830741: (+21093) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.184931574: (+9100833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.184936352: (+4778)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.184945370: (+9018)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.223879907: (+38934537) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.223884463: (+4556)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.223897870: (+13407) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.224871907: (+974037) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.224876370: (+4463)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.224884648: (+8278)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.224946796: (+62148) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.224951352: (+4556)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.224972296: (+20944) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.224981722: (+9426)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.224985981: (+4259)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.225004778: (+18797) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.234935926: (+9931148) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.234940722: (+4796)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.234949574: (+8852)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.274054611: (+39105037) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.274059000: (+4389)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.274072333: (+13333) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.274875703: (+803370) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.274880166: (+4463)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.274888629: (+8463)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.275121333: (+232704) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.275125852: (+4519)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.275146203: (+20351) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.284939759: (+9793556) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.284944481: (+4722)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.284953185: (+8704)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.324195481: (+39242296) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.324200037: (+4556)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.324213333: (+13296) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.324879703: (+666370) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.324884166: (+4463)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.324892537: (+8371)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.325262222: (+369685) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.325266796: (+4574)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.325287944: (+21148) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.325296722: (+8778)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.325301759: (+5037)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.325320722: (+18963) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.334943833: (+9623111) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.334948518: (+4685)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.334957277: (+8759)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.374370185: (+39412908) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.374374499: (+4314)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.374387703: (+13204) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.374883462: (+495759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.374887907: (+4445)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.374896166: (+8259)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.375436870: (+540704) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.375441407: (+4537)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.375461555: (+20148) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.384947240: (+9485685) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.384951999: (+4759)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.384960796: (+8797)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.424515647: (+39554851) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.424538184: (+22537) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.424547184: (+9000)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14888.424568777: (+21593) sched_switch:         kworker/0:2:3318 [120] W ==> ngrok:555 [120]
           ngrok-555   [000] 14888.424603647: (+34870) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.424890295: (+286648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.424896425: (+6130)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.424914962: (+18537) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.425648332: (+733370) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.425654870: (+6538)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.425691221: (+36351) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14888.425713555: (+22334) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14888.425735092: (+21537) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14888.425748277: (+13185) sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14888.425780036: (+31759) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.434969184: (+9189148) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.434979536: (+10352) sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.435011832: (+32296) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.474828369: (+39816537) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.474838610: (+10241) sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.474877221: (+38611) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14888.474897184: (+19963) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14888.474916129: (+18945) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14888.474933499: (+17370) sched_switch:         ngrok:552 [120] S ==> ngrok:515 [120]
           ngrok-515   [000] 14888.474958406: (+24907) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.484998277: (+10039871) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.485004832: (+6555)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.485021758: (+16926) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.523961647: (+38939889) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.523966480: (+4833)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.523997610: (+31130) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.524898258: (+900648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.524902925: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.524914091: (+11166) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.525044980: (+130889) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.525049647: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.525071740: (+22093) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14888.525089777: (+18037) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14888.525104906: (+15129) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14888.525116758: (+11852) sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14888.525145702: (+28944) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.534965128: (+9819426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.534970165: (+5037)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.534980665: (+10500) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.574192813: (+39212148) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.574197554: (+4741)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.574213184: (+15630) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.574900295: (+687111) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.574904962: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.574913943: (+8981)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.575262091: (+348148) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.575266739: (+4648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.575279647: (+12908) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14888.575293239: (+13592) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14888.575304925: (+11686) sched_switch:         ngrok:552 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.584965128: (+9660203) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.584970239: (+5111)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.584979665: (+9426)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.616541202: (+31561537) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.616555758: (+14556) sched_switch:         swapper/0:0 [120] R ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14888.616579276: (+23518) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14888.616601147: (+21871) sched_switch:         kworker/0:2:3318 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.624344628: (+7743481) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.624349424: (+4796)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.624368554: (+19130) sched_switch:         ngrok:555 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.624903943: (+535389) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.624908498: (+4555)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14888.624917850: (+9352)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14888.625417165: (+499315) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14888.625421980: (+4815)  sched_switch:         swapper/0:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14888.625436795: (+14815) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14888.625448517: (+11722) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14888.625461535: (+13018) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
