cpus=4
          stress-3674  [002] 14905.259426102:          sched_wakeup:         sshd:778 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.475115875: (+4037)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.475161356: (+45481) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14906.475544115: (+382759) sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.475546671: (+2556)  sched_switch:         stress:3678 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.476206486: (+659815) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3679  [002] 14906.476211412: (+4926)  sched_switch:         stress:3679 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.476239134: (+27722) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14906.476260967: (+21833) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14906.476282245: (+21278) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14906.476296338: (+14093) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14906.476323671: (+27333) sched_switch:         ngrok:555 [120] S ==> stress:3679 [120]
          stress-3679  [002] 14906.481141134: (+4817463) sched_switch:         stress:3679 [120] D ==> stress:3674 [120]
          stress-3674  [002] 14906.481158615: (+17481) sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14906.489151930: (+7993315) sched_switch:         stress:3674 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.497136338: (+7984408) sched_switch:         stress:3679 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.505131041: (+7994703) sched_switch:         stress:3678 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.513141226: (+8010185) sched_switch:         stress:3679 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.521148078: (+8006852) sched_switch:         stress:3674 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.525376708: (+4228630) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.525380800: (+4092)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.525423263: (+42463) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14906.526466023: (+1042760) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.526469393: (+3370)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.526493467: (+24074) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14906.526515189: (+21722) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14906.526530856: (+15667) sched_switch:         ngrok:553 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14906.533130467: (+6599611) sched_switch:         stress:3678 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.541140912: (+8010445) sched_switch:         stress:3679 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.549143986: (+8003074) sched_switch:         stress:3674 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.557146615: (+8002629) sched_switch:         stress:3678 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.565131097: (+7984482) sched_switch:         stress:3679 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.569158245: (+4027148) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14906.569167300: (+9055)  sched_switch:         stress:3674 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14906.569192097: (+24797) sched_switch:         kworker/2:1:3243 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.569199967: (+7870)  sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14906.569203671: (+3704)  sched_switch:         stress:3674 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14906.569213726: (+10055) sched_switch:         kworker/2:1:3243 [120] D ==> stress:3674 [120]
          stress-3674  [002] 14906.569219745: (+6019)  sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14906.569222541: (+2796)  sched_switch:         stress:3674 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14906.569234930: (+12389) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3674 [120]
          stress-3674  [002] 14906.574572393: (+5337463) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14906.574581893: (+9500)  sched_switch:         stress:3674 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.574628393: (+46500) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14906.575670763: (+1042370) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.575675208: (+4445)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.575702319: (+27111) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14906.575722856: (+20537) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14906.575744356: (+21500) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14906.575758430: (+14074) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14906.575786134: (+27704) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14906.585132985: (+9346851) sched_switch:         stress:3678 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.593140745: (+8007760) sched_switch:         stress:3679 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.601148615: (+8007870) sched_switch:         stress:3674 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.609128911: (+7980296) sched_switch:         stress:3678 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.617145041: (+8016130) sched_switch:         stress:3679 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.624853337: (+7708296) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14906.624870189: (+16852) sched_switch:         stress:3674 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.624928726: (+58537) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14906.625966245: (+1037519) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.625969596: (+3351)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.625994615: (+25019) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14906.626016189: (+21574) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14906.626031226: (+15037) sched_switch:         ngrok:553 [120] S ==> stress:3679 [120]
          stress-3679  [002] 14906.633131652: (+7100426) sched_switch:         stress:3679 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.641132707: (+8001055) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.649143207: (+8010500) sched_switch:         stress:3674 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.657130115: (+7986908) sched_switch:         stress:3679 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.665127244: (+7997129) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.673155337: (+8028093) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14906.673165948: (+10611) sched_switch:         stress:3674 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14906.673194930: (+28982) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3679 [120]
          stress-3679  [002] 14906.675069059: (+1874129) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3679  [002] 14906.675076096: (+7037)  sched_switch:         stress:3679 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.675118133: (+42037) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14906.676164744: (+1046611) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.676169837: (+5093)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.676210670: (+40833) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14906.676241522: (+30852) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14906.676270133: (+28611) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14906.676287763: (+17630) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14906.676320059: (+32296) sched_switch:         ngrok:555 [120] S ==> stress:3679 [120]
          stress-3679  [002] 14906.676361115: (+41056) sched_switch:         stress:3679 [120] D ==> stress:3678 [120]
          stress-3678  [002] 14906.681158004: (+4796889) sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.681161189: (+3185)  sched_switch:         stress:3678 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.685589022: (+4427833) sched_switch:         stress:3679 [120] D ==> stress:3674 [120]
          stress-3674  [002] 14906.697144633: (+11555611) sched_switch:         stress:3674 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.701158855: (+4014222) sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.701161855: (+3000)  sched_switch:         stress:3678 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.709129041: (+7967186) sched_switch:         stress:3679 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.717126300: (+7997259) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.725142466: (+8016166) sched_switch:         stress:3674 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.725174096: (+31630) sched_switch:         stress:3679 [120] D ==> stress:3678 [120]
          stress-3678  [002] 14906.725373726: (+199630) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.725378929: (+5203)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.725432763: (+53834) sched_switch:         ngrok:555 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14906.726476059: (+1043296) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.726481985: (+5926)  sched_switch:         stress:3678 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.726522707: (+40722) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14906.726558003: (+35296) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14906.726577133: (+19130) sched_switch:         ngrok:553 [120] S ==> stress:3678 [120]
          stress-3678  [002] 14906.733177077: (+6599944) sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.733179503: (+2426)  sched_switch:         stress:3678 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.741128503: (+7949000) sched_switch:         stress:3679 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.749152170: (+8023667) sched_switch:         stress:3674 [120] R ==> stress:3679 [120]
          stress-3679  [002] 14906.757137577: (+7985407) sched_switch:         stress:3679 [120] R ==> stress:3675 [120]
          stress-3675  [002] 14906.765127225: (+7989648) sched_switch:         stress:3675 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.773125874: (+7998649) sched_switch:         stress:3678 [120] R ==> stress:3674 [120]
          stress-3674  [002] 14906.774613614: (+1487740) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14906.774623411: (+9797)  sched_switch:         stress:3674 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.774671688: (+48277) sched_switch:         ngrok:555 [120] S ==> stress:3679 [120]
          stress-3679  [002] 14906.775716207: (+1044519) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3679  [002] 14906.775721577: (+5370)  sched_switch:         stress:3679 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14906.775753837: (+32260) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14906.775779133: (+25296) sched_switch:         ngrok:555 [120] S ==> ngrok:553 [120]
           ngrok-553   [002] 14906.775803855: (+24722) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-553   [002] 14906.775821948: (+18093) sched_switch:         ngrok:553 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14906.775854225: (+32277) sched_switch:         ngrok:555 [120] S ==> stress:3679 [120]
          stress-3679  [002] 14906.781019577: (+5165352) sched_switch:         stress:3679 [120] D ==> stress:3674 [120]
          stress-3674  [002] 14906.785931262: (+4911685) sched_wakeup:         stress:3679 [120]<CANT FIND FIELD success> CPU:002
          stress-3674  [002] 14906.789149225: (+3217963) sched_switch:         stress:3674 [120] R ==> stress:3678 [120]
          stress-3678  [002] 14906.793150077: (+4000852) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          stress-3678  [002] 14906.793160040: (+9963)  sched_switch:         stress:3678 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002] 14906.793180411: (+20371) sched_switch:         kcompactd0:43 [120] S ==> stress:3679 [120]
          stress-3679  [002] 14906.793247725: (+67314) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3679  [002] 14906.793255207: (+7482)  sched_switch:         stress:3679 [120] D ==> stress:3678 [120]
