cpus=4
          <idle>-0     [001] 14579.119861031:          sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.040500778: (+13576222) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.040505834: (+5056)  sched_switch:         swapper/1:0 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14587.040527667: (+21833) sched_switch:         kworker/1:2:2867 [120] D ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.040536741: (+9074)  sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.040540816: (+4075)  sched_switch:         swapper/1:0 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14587.040553445: (+12629) sched_switch:         kworker/1:2:2867 [120] W ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.066856149: (+26302704) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.066860778: (+4629)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.066868167: (+7389)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.076918945: (+10050778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.076923501: (+4556)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.076931001: (+7500)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.116859204: (+39928203) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.116863649: (+4445)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.116870463: (+6814)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.126921334: (+10050871) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.126925871: (+4537)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.126932982: (+7111)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.166863389: (+39930407) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.166867815: (+4426)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.166874556: (+6741)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.176925389: (+10050833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.176929778: (+4389)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.176937093: (+7315)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.216867926: (+39930833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.216872389: (+4463)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.216879148: (+6759)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.226929963: (+10050815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.226934481: (+4518)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.226941537: (+7056)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.266872259: (+39930722) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.266876796: (+4537)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.266883463: (+6667)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.276935259: (+10051796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.276939778: (+4519)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.276946963: (+7185)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.316876833: (+39929870) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.316881407: (+4574)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.316888370: (+6963)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.326939129: (+10050759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.326943685: (+4556)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.326950851: (+7166)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.366881036: (+39930185) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.366886592: (+5556)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.366893351: (+6759)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.376944222: (+10050871) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.376948685: (+4463)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14587.376955999: (+7314)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.391670110: (+14714111) sched_wakeup:         sleep:3234 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.391674888: (+4778)  sched_switch:         swapper/1:0 [120] R ==> sleep:3234 [120]
           sleep-3234  [001] 14587.391984740: (+309852) sched_switch:         sleep:3234 [120] X ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.391997518: (+12778) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.392000425: (+2907)  sched_switch:         swapper/1:0 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14587.392019703: (+19278) sched_switch:         kworker/1:2:2867 [120] W ==> swapper/1:0 [120]
          <idle>-0     [001] 14587.392532777: (+513074) sched_wakeup:         kworker/1:0H:2808 [100]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.392552814: (+20037) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14587.392559759: (+6945)  sched_switch:         swapper/1:0 [120] R ==> kworker/1:0H:2808 [100]
   kworker/dying-2808  [001] 14587.392658018: (+98259) sched_switch:         kworker/dying:2808 [100] Z ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001] 14587.392671407: (+13389) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
     rcu_preempt-13    [001] 14587.392686129: (+14722) sched_switch:         rcu_preempt:13 [120] W ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14587.392708240: (+22111) sched_switch:         kworker/1:2:2867 [120] W ==> swapper/1:0 [120]
