cpus=4
          stress-3142  [001] 14544.346176071:          sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.268122686: (+1686)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.268125204: (+2518)  sched_switch:         stress:3143 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14548.268210000: (+84796) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14548.268216667: (+6667)  sched_switch:         stress:3146 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.268262297: (+45630) sched_switch:         kworker/1:1H:91 [100] D ==> stress:3138 [120]
          stress-3138  [001] 14548.268276037: (+13740) sched_switch:         stress:3138 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14548.268287019: (+10982) sched_switch:         stress:3144 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14548.268298334: (+11315) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14548.268307093: (+8759)  sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14548.268331334: (+24241) sched_switch:         stress:3146 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14548.268337167: (+5833)  sched_switch:         stress:3138 [120] D ==> stress:3143 [120]
          stress-3143  [001] 14548.270297519: (+1960352) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.270301334: (+3815)  sched_switch:         stress:3143 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.270326389: (+25055) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3143 [120]
          stress-3143  [001] 14548.270334315: (+7926)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.270337871: (+3556)  sched_switch:         stress:3143 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.270359075: (+21204) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14548.270378130: (+19055) sched_switch:         kworker/1:1H:91 [100] D ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14548.270414537: (+36407) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001] 14548.270426223: (+11686) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:3146 [120]
          stress-3146  [001] 14548.270435704: (+9481)  sched_switch:         stress:3146 [120] D ==> stress:3143 [120]
          stress-3143  [001] 14548.272395186: (+1959482) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.272398760: (+3574)  sched_switch:         stress:3143 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.272424963: (+26203) sched_switch:         kworker/1:1H:91 [100] R ==> stress:3143 [120]
          stress-3143  [001] 14548.272431519: (+6556)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.272436463: (+4944)  sched_switch:         stress:3143 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.272456667: (+20204) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14548.272471334: (+14667) sched_switch:         kworker/1:1H:91 [100] W ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14548.272500649: (+29315) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001] 14548.272512630: (+11981) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:3146 [120]
          stress-3146  [001] 14548.272520482: (+7852)  sched_switch:         stress:3146 [120] D ==> stress:3143 [120]
          stress-3143  [001] 14548.274633426: (+2112944) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.274646186: (+12760) sched_switch:         stress:3143 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14548.274659982: (+13796) sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14548.274668686: (+8704)  sched_switch:         stress:3146 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14548.274675593: (+6907)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3138  [001] 14548.274728426: (+52833) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3138  [001] 14548.274734908: (+6482)  sched_switch:         stress:3138 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14548.274786223: (+51315) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3144 [120]
          stress-3144  [001] 14548.274794575: (+8352)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14548.282493019: (+7698444) sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14548.282510389: (+17370) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14548.286482149: (+3971760) sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14548.286515000: (+32851) sched_switch:         stress:3146 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14548.286537667: (+22667) sched_switch:         stress:3138 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14548.286544204: (+6537)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14548.286546871: (+2667)  sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14548.286552334: (+5463)  sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14548.290499667: (+3947333) sched_switch:         stress:3146 [120] R ==> stress:3138 [120]
          stress-3138  [001] 14548.294494056: (+3994389) sched_switch:         stress:3138 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14548.298491760: (+3997704) sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14548.302495704: (+4003944) sched_switch:         stress:3146 [120] R ==> stress:3138 [120]
          stress-3138  [001] 14548.306512852: (+4017148) sched_switch:         stress:3138 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14548.310483111: (+3970259) sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14548.314497871: (+4014760) sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14548.318492500: (+3994629) sched_switch:         stress:3146 [120] R ==> stress:3138 [120]
          stress-3138  [001] 14548.322493000: (+4000500) sched_switch:         stress:3138 [120] R ==> stress:3143 [120]
          stress-3143  [001] 14548.326493630: (+4000630) sched_switch:         stress:3143 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14548.330495315: (+4001685) sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14548.334481389: (+3986074) sched_switch:         stress:3141 [120] R ==> stress:3146 [120]
          stress-3146  [001] 14548.338495611: (+4014222) sched_switch:         stress:3146 [120] R ==> stress:3138 [120]
          stress-3138  [001] 14548.342491778: (+3996167) sched_switch:         stress:3138 [120] R ==> stress:3143 [120]
          stress-3143  [001] 14548.346489371: (+3997593) sched_switch:         stress:3143 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14548.350492500: (+4003129) sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14548.350530056: (+37556) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14548.350560241: (+30185) sched_switch:         stress:3146 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14548.350598704: (+38463) sched_switch:         stress:3138 [120] D ==> stress:3143 [120]
          stress-3143  [001] 14548.362486908: (+11888204) sched_switch:         stress:3143 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14548.362507704: (+20796) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14548.362510815: (+3111)  sched_switch:         stress:3144 [120] R ==> stress:3141 [120]
          stress-3141  [001] 14548.362521611: (+10796) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14548.362565074: (+43463) sched_switch:         stress:3141 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14548.362575259: (+10185) sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14548.362591796: (+16537) sched_switch:         stress:3146 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14548.362611074: (+19278) sched_switch:         stress:3138 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14548.362617000: (+5926)  sched_switch:         stress:3144 [120] D ==> stress:3143 [120]
          stress-3143  [001] 14548.367040870: (+4423870) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.367041982: (+1112)  sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.367044333: (+2351)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.367045463: (+1130)  sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.367047778: (+2315)  sched_switch:         stress:3143 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14548.367104722: (+56944) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14548.367109167: (+4445)  sched_switch:         stress:3144 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.367138815: (+29648) sched_switch:         kworker/1:1H:91 [100] W ==> stress:3138 [120]
          stress-3138  [001] 14548.367152537: (+13722) sched_switch:         stress:3138 [120] D ==> stress:3146 [120]
          stress-3146  [001] 14548.367163722: (+11185) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14548.367173630: (+9908)  sched_switch:         stress:3141 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14548.367181204: (+7574)  sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14548.367198426: (+17222) sched_switch:         stress:3144 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14548.367202037: (+3611)  sched_switch:         stress:3138 [120] D ==> stress:3143 [120]
          stress-3143  [001] 14548.369320593: (+2118556) sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.369332241: (+11648) sched_switch:         stress:3143 [120] R ==> stress:3144 [120]
          stress-3144  [001] 14548.369345556: (+13315) sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14548.369351296: (+5740)  sched_switch:         stress:3144 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14548.369358037: (+6741)  sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
          stress-3138  [001] 14548.369399278: (+41241) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3138  [001] 14548.369404667: (+5389)  sched_switch:         stress:3138 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14548.370157352: (+752685) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14548.370166241: (+8889)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.370250315: (+84074) sched_switch:         kworker/1:1H:91 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14548.370279426: (+29111) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14548.370282426: (+3000)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.370307741: (+25315) sched_switch:         kworker/1:1H:91 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14548.370322815: (+15074) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14548.370334796: (+11981) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14548.370393778: (+58982) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14548.370399259: (+5481)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14548.370421759: (+22500) sched_switch:         stress:3141 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14548.370440333: (+18574) sched_switch:         stress:3144 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14548.370452074: (+11741) sched_switch:         stress:3138 [120] D ==> stress:3143 [120]
          stress-3143  [001] 14548.385342704: (+14890630) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.385346537: (+3833)  sched_switch:         stress:3143 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.385369037: (+22500) sched_switch:         kworker/1:1H:91 [100] D ==> stress:3143 [120]
          stress-3143  [001] 14548.385374111: (+5074)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.385376926: (+2815)  sched_switch:         stress:3143 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14548.385397000: (+20074) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14548.385407111: (+10111) sched_switch:         kworker/1:1H:91 [100] W ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14548.385428741: (+21630) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:3143 [120]
          stress-3143  [001] 14548.392863722: (+7434981) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.392871815: (+8093)  sched_switch:         stress:3143 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14548.392970241: (+98426) sched_wakeup:         stress:3146 [120]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14548.393475407: (+505166) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3146 [120]
          stress-3146  [001] 14548.393497685: (+22278) sched_wakeup:         stress:3141 [120]<CANT FIND FIELD success> CPU:001
          stress-3146  [001] 14548.393558037: (+60352) sched_switch:         stress:3146 [120] D ==> stress:3141 [120]
          stress-3141  [001] 14548.393566407: (+8370)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
          stress-3141  [001] 14548.393593093: (+26686) sched_switch:         stress:3141 [120] D ==> stress:3144 [120]
          stress-3144  [001] 14548.393599667: (+6574)  sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3144  [001] 14548.393625204: (+25537) sched_switch:         stress:3144 [120] D ==> stress:3138 [120]
          stress-3138  [001] 14548.393653111: (+27907) sched_switch:         stress:3138 [120] D ==> stress:3143 [120]
          stress-3143  [001] 14548.398313741: (+4660630) sched_wakeup:         stress:3138 [120]<CANT FIND FIELD success> CPU:001
          stress-3143  [001] 14548.398316648: (+2907)  sched_wakeup:         stress:3144 [120]<CANT FIND FIELD success> CPU:001
