CPU 3 is empty
cpus=4
   task_server.a-2393  [002]  9093.707135419:          sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
           ngrok-515   [002]  9099.902431896: (+8889)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.903179285: (+747389) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.903182303: (+3018)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.903195933: (+13630) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.903205914: (+9981)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.903216062: (+10148) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9099.903222877: (+6815)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9099.903242248: (+19371) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.912484340: (+9242092) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.912487673: (+3333)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.912498192: (+10519) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.950073710: (+37575518) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.950076562: (+2852)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.950079525: (+2963)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9099.950087210: (+7685)  sched_switch:         kworker/2:2:2220 [120] W ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9099.950100007: (+12797) sched_switch:         ksoftirqd/2:23 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.952298766: (+2198759) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.952302136: (+3370)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.952317266: (+15130) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.952428340: (+111074) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.952431414: (+3074)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.952440247: (+8833)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.953366081: (+925834) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.953369247: (+3166)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9099.953380340: (+11093) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9099.953392266: (+11926) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9099.953401118: (+8852)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9099.962492932: (+9091814) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9099.962496155: (+3223)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9099.962505710: (+9555)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.001448469: (+38942759) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.001451655: (+3186)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.001466043: (+14388) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.002436321: (+970278) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.002439432: (+3111)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.002448543: (+9111)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.002514858: (+66315) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.002517803: (+2945)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.002531488: (+13685) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9100.002541525: (+10037) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9100.002551451: (+9926)  sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9100.002558303: (+6852)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9100.002577506: (+19203) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.012500988: (+9923482) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.012504303: (+3315)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.012514006: (+9703)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.051634303: (+39120297) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.051637451: (+3148)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.051652228: (+14777) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.052444710: (+792482) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.052447858: (+3148)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.052456765: (+8907)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.052700803: (+244038) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.052703710: (+2907)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.052714765: (+11055) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9100.052726543: (+11778) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9100.052735340: (+8797)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.062509321: (+9773981) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.062512506: (+3185)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.062521951: (+9445)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.078085117: (+15563166) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.078089210: (+4093)  sched_switch:         task_server.a:2393 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9100.078098988: (+9778)  sched_switch:         kcompactd0:43 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.094087321: (+15988333) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.094092395: (+5074)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9100.094102210: (+9815)  sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.101782969: (+7680759) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.101786321: (+3352)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.101801210: (+14889) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.102452636: (+651426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.102455710: (+3074)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.102464747: (+9037)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.102850154: (+385407) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.102853191: (+3037)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.102866895: (+13704) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9100.102876932: (+10037) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9100.102887025: (+10093) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9100.102893969: (+6944)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9100.102913450: (+19481) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.112516987: (+9603537) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.112520932: (+3945)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.112530691: (+9759)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.151970450: (+39439759) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.151974191: (+3741)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.151992321: (+18130) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.152461598: (+469277) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.152464858: (+3260)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.152475043: (+10185) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.153040728: (+565685) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.153043673: (+2945)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.153056876: (+13203) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9100.153069765: (+12889) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9100.153080302: (+10537) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.162527580: (+9447278) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.162530710: (+3130)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.162540358: (+9648)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.202103006: (+39562648) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.202106302: (+3296)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.202121265: (+14963) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.202469376: (+348111) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.202472524: (+3148)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.202481432: (+8908)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.203169913: (+688481) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.203172913: (+3000)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.203186246: (+13333) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9100.203196524: (+10278) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9100.203207098: (+10574) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9100.203214357: (+7259)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9100.203234654: (+20297) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.212533691: (+9299037) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.212536876: (+3185)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.212546339: (+9463)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.252291117: (+39744778) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.252294302: (+3185)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.252308487: (+14185) sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.252477098: (+168611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.252480154: (+3056)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.252488765: (+8611)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.253357431: (+868666) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.253360413: (+2982)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9100.253371357: (+10944) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9100.253382987: (+11630) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9100.253391931: (+8944)  sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.262541524: (+9149593) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.262544931: (+3407)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.262554950: (+10019) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.298121913: (+35566963) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.298127190: (+5277)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9100.298139339: (+12149) sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9100.302439653: (+4300314) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.302441802: (+2149)  sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9100.302444783: (+2981)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9100.302454061: (+9278)  sched_switch:         ngrok:515 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9100.302467135: (+13074) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
